x,y,label
-3.673,-1.047,4.0
-0.4201,1.359,2.0
-2.109,-1.368,4.0
2.255,-5.048,1.0
-2.331,-1.693,9.0
1.191,-0.02194,5.0
-2.571,-4.202,7.0
-1.637,-3.765,7.0
-0.09087,0.9819,2.0
0.7476,-0.8189,8.0
-0.9514,1.967,2.0
0.7574,2.835,6.0
0.2666,-0.51,8.0
0.891,-0.2435,5.0
-3.09,-4.77,7.0
-1.832,-4.297,7.0
-1.628,-1.728,9.0
1.727,-5.354,1.0
0.9569,0.8098,8.0
1.738,-5.349,1.0
1.0,0.7453,8.0
1.392,3.567,0.0
2.7,0.06253,3.0
1.338,2.851,0.0
1.72,-5.387,1.0
-1.798,-1.539,9.0
-2.415,-1.222,9.0
-2.821,-0.9588,4.0
2.122,-5.342,1.0
0.2887,-0.3625,8.0
-0.4523,1.367,2.0
2.044,-5.984,1.0
-0.3773,1.105,2.0
-2.038,-1.456,9.0
-0.8225,-2.56,7.0
0.8493,-0.3782,5.0
-2.725,-1.575,9.0
-0.4509,1.339,2.0
-2.192,3.591,6.0
-3.129,-1.372,4.0
2.119,-5.024,1.0
1.371,-0.09798,5.0
-0.5097,-0.2739,8.0
-0.1311,1.631,2.0
-2.175,-2.054,9.0
-0.9749,1.539,2.0
1.887,3.339,0.0
-3.148,-1.338,4.0
2.376,5.41,0.0
2.236,4.45,0.0
-0.2638,1.135,2.0
0.8776,-0.2457,8.0
-1.779,-0.4259,4.0
-2.116,-3.671,7.0
1.666,-5.585,1.0
-0.9024,0.6082,2.0
-1.434,-1.617,4.0
2.772,3.594,0.0
-0.2663,1.305,2.0
-1.936,-3.935,7.0
-2.203,-0.8874,4.0
2.436,0.1531,3.0
2.862,-0.05528,3.0
2.306,3.863,0.0
0.9928,4.005,0.0
2.23,0.4923,3.0
1.601,-5.153,1.0
-1.893,-1.165,9.0
-2.362,3.498,6.0
0.4244,-0.2573,5.0
0.8183,1.446,2.0
1.415,0.6636,5.0
0.1187,-3.152,9.0
-0.7705,-2.401,2.0
-1.687,-1.777,9.0
2.523,-0.8692,3.0
0.6897,2.184,0.0
-1.657,-0.6618,4.0
-0.7775,1.979,2.0
1.366,4.634,0.0
-1.207,-4.123,7.0
1.823,-4.998,1.0
1.738,-5.139,1.0
0.04727,0.9071,2.0
1.841,-5.071,1.0
1.083,-0.0732,5.0
2.731,-0.005276,3.0
2.344,0.01611,3.0
-2.685,-1.229,9.0
-1.852,-3.727,7.0
0.9747,0.8663,8.0
-2.49,3.115,6.0
1.71,-1.266,5.0
-2.121,1.054,6.0
1.804,-5.433,1.0
2.889,0.6932,3.0
0.7876,-0.1575,8.0
1.782,-5.351,1.0
0.7616,3.189,0.0
1.119,-0.5595,5.0
2.438,-5.472,1.0
1.437,-0.5322,3.0
1.549,-5.503,1.0
1.593,0.01835,5.0
2.006,1.761,5.0
-1.664,2.127,6.0
3.414,-4.501,1.0
0.1619,-0.2383,8.0
1.478,-0.1487,5.0
1.783,-4.969,1.0
-1.97,-2.809,7.0
-1.726,-1.514,9.0
-3.259,-0.8607,4.0
-3.646,3.042,6.0
0.1045,-0.0642,2.0
-0.9549,1.368,2.0
1.331,0.04681,5.0
0.6922,3.228,0.0
-1.727,1.708,6.0
1.64,0.522,5.0
-2.218,3.256,6.0
1.868,0.04611,3.0
-2.573,-4.399,7.0
-0.3712,1.289,2.0
2.321,2.875,0.0
0.5499,-0.1446,8.0
0.3592,-0.1225,8.0
1.188,-0.5476,5.0
-2.281,-1.415,4.0
2.091,-5.391,1.0
1.984,-5.46,1.0
-2.566,-0.7407,4.0
2.088,3.994,0.0
0.2019,-1.803,3.0
2.771,-0.09605,3.0
-1.86,-4.143,7.0
-2.983,3.098,6.0
1.952,-5.281,1.0
-1.749,3.476,6.0
-0.9026,0.62,2.0
3.21,-4.532,1.0
-1.807,-2.341,9.0
-0.6521,1.642,2.0
0.2342,0.3313,8.0
-2.343,3.266,6.0
1.827,-5.381,1.0
-1.734,-1.937,9.0
1.848,0.1361,5.0
-0.8,1.593,2.0
1.788,0.2719,5.0
-3.023,-0.705,4.0
-3.459,-0.2758,4.0
0.3381,1.649,2.0
0.6727,-0.2813,8.0
2.057,0.641,3.0
-0.7611,-0.7681,8.0
-0.3561,0.4282,2.0
-3.104,-0.4408,4.0
1.523,1.393,5.0
2.353,3.88,0.0
2.539,0.2897,3.0
1.69,-5.526,1.0
-3.299,-4.599,7.0
-1.035,-4.542,7.0
1.691,0.02959,5.0
-2.948,-4.742,7.0
-1.636,-1.404,9.0
-2.895,-3.935,7.0
1.847,-4.928,1.0
-1.652,-2.116,9.0
-0.4964,1.511,2.0
1.885,-5.411,1.0
-1.719,-1.208,4.0
0.976,0.8699,2.0
-2.192,-1.709,9.0
-0.5975,1.606,2.0
2.245,3.493,0.0
-2.823,-0.4127,4.0
-1.248,-2.019,9.0
1.787,-5.592,1.0
-2.312,-0.9737,4.0
0.4276,-0.02822,8.0
2.015,-4.945,1.0
0.3474,0.06828,8.0
-2.231,-0.6718,4.0
0.4873,-0.7132,5.0
-1.502,-1.587,9.0
0.007588,-1.006,8.0
0.2166,-0.2664,8.0
2.319,0.1121,3.0
-2.22,-4.597,7.0
-2.187,3.675,6.0
2.19,4.565,0.0
1.115,4.003,0.0
3.303,0.1196,3.0
0.6056,2.142,0.0
0.1838,0.1365,2.0
-0.1326,4.844,6.0
-2.764,3.279,6.0
-1.795,-0.9832,4.0
0.767,-0.4614,9.0
2.116,0.6692,3.0
1.827,-0.1829,3.0
2.58,-0.3285,3.0
-0.2834,1.166,2.0
2.468,0.7147,3.0
-2.535,-1.685,9.0
2.637,-5.063,1.0
0.1737,0.5508,2.0
-1.369,2.998,6.0
0.2273,-0.4035,8.0
1.746,3.128,0.0
0.08615,-1.209,5.0
-3.785,2.228,6.0
-1.744,1.918,6.0
-4.021,2.878,6.0
0.3533,-1.373,3.0
0.4631,-0.5125,8.0
0.2905,-0.4871,8.0
-0.3854,1.08,2.0
-0.8287,-2.122,7.0
1.601,-0.03992,5.0
1.002,-0.2792,8.0
-1.883,-1.987,9.0
-3.028,2.125,6.0
1.804,-5.259,1.0
0.3429,-0.2628,8.0
-4.322,-0.8203,4.0
1.842,-5.263,1.0
-0.2198,1.135,2.0
-0.001794,0.6323,5.0
-0.8654,-0.7691,9.0
2.611,-4.909,1.0
-2.69,-1.83,9.0
-2.823,-4.407,7.0
0.776,-0.745,5.0
-2.813,-0.9054,4.0
1.169,3.022,0.0
-0.2314,-0.4351,8.0
-2.421,-1.186,9.0
-1.817,-2.536,9.0
2.364,-5.225,1.0
0.9992,3.653,0.0
1.287,-0.2142,5.0
0.0498,0.724,2.0
3.22,0.3597,3.0
-2.098,-4.36,7.0
-0.07671,1.68,8.0
-2.391,-1.48,9.0
-1.53,-0.6022,4.0
0.5292,3.129,0.0
-1.469,2.351,6.0
3.224,0.1502,3.0
-2.873,-1.233,9.0
1.029,0.1653,5.0
-0.4276,1.558,2.0
1.76,-5.321,1.0
2.231,-0.3251,3.0
3.061,-5.14,1.0
1.743,-0.3933,3.0
-1.443,2.98,6.0
1.369,0.001277,5.0
-1.332,-3.311,7.0
-1.101,-1.539,4.0
-0.4042,1.235,2.0
-0.5332,1.371,2.0
-2.234,2.156,6.0
1.823,-0.9442,3.0
-0.8672,1.421,2.0
-2.888,3.064,6.0
1.179,-0.2094,5.0
-2.197,-1.37,4.0
0.7896,-0.8717,8.0
-1.214,-1.447,9.0
-2.318,-2.973,7.0
3.099,-4.167,1.0
2.137,0.585,3.0
1.974,4.008,0.0
2.725,0.211,3.0
1.178,0.6406,8.0
1.414,0.6705,3.0
1.713,-5.541,1.0
-1.515,-1.053,9.0
1.343,0.7296,3.0
-2.186,-0.7701,4.0
-3.852,-0.8905,4.0
-2.681,3.788,6.0
-3.231,-0.7721,4.0
-0.6102,0.9185,2.0
2.072,-4.509,1.0
0.319,-0.0748,8.0
-0.6596,1.85,2.0
1.574,-0.009319,5.0
-3.715,-0.9793,4.0
-0.1196,0.126,8.0
-0.2776,-0.27,8.0
-3.262,-0.7318,4.0
0.8995,3.47,0.0
2.474,3.84,0.0
0.3578,0.1528,2.0
1.838,-0.5198,3.0
-0.1741,2.574,2.0
-1.687,-3.289,7.0
-0.3434,-2.318,7.0
0.5064,2.452,0.0
-0.7176,0.7142,8.0
-1.956,-4.349,7.0
-1.698,-0.5149,4.0
-4.162,-0.8068,4.0
-1.697,-3.555,7.0
-1.459,-1.71,9.0
-3.742,2.622,6.0
-1.695,-1.662,9.0
1.327,4.373,0.0
-2.024,-1.237,9.0
0.4138,-0.1229,8.0
1.443,3.19,0.0
-2.112,-1.702,4.0
-1.684,2.778,6.0
1.171,2.689,0.0
-2.902,3.221,6.0
1.488,0.08567,3.0
1.236,0.09077,5.0
-2.413,-1.195,4.0
0.213,-0.5705,8.0
3.109,0.2947,3.0
2.789,-0.4343,3.0
-2.099,-1.956,9.0
2.503,-0.3477,3.0
2.064,-0.6645,3.0
0.7405,-1.531,3.0
-1.566,-4.641,7.0
0.5384,-0.5164,8.0
2.224,3.842,0.0
0.3388,0.278,8.0
-0.09618,0.4203,2.0
1.492,-5.4,1.0
-3.065,-4.682,7.0
1.816,3.524,0.0
-3.572,3.31,6.0
1.814,0.5304,5.0
-1.878,-0.8392,4.0
3.122,0.3993,3.0
0.8305,0.4683,8.0
1.677,4.248,0.0
-1.004,-1.999,9.0
-2.782,4.02,6.0
2.77,0.2325,3.0
0.2904,-0.1305,8.0
0.9863,4.509,0.0
-1.586,-1.962,9.0
-2.607,-1.535,9.0
-2.768,2.95,6.0
-0.1248,-0.951,8.0
-3.402,2.396,6.0
0.3252,-0.4177,8.0
0.9593,-0.5304,5.0
-0.8297,-3.043,7.0
0.927,0.02452,8.0
-3.162,2.713,6.0
2.291,3.509,0.0
-0.1888,1.126,2.0
-2.025,1.139,4.0
1.6,3.185,0.0
-1.052,1.613,2.0
-0.2241,-0.07424,2.0
2.333,-0.7302,3.0
3.742,-4.983,1.0
-1.74,-1.551,9.0
-1.711,-3.923,7.0
1.615,0.181,5.0
0.4141,-1.063,1.0
1.492,3.254,0.0
0.5619,-0.359,8.0
-2.712,-0.8402,4.0
-2.429,3.984,6.0
0.00252,0.7887,2.0
-3.49,2.358,6.0
-1.595,-4.536,7.0
-1.659,-1.079,9.0
0.5062,-0.3629,3.0
0.235,1.08,2.0
-1.846,-1.195,9.0
0.2488,0.0361,8.0
-0.397,1.505,2.0
-0.6864,1.486,2.0
-3.082,-1.427,9.0
-0.282,1.137,2.0
-3.388,-4.423,7.0
2.076,0.5781,3.0
0.76,-1.226,5.0
-1.533,-1.754,9.0
1.466,-4.936,1.0
0.8487,-0.1037,8.0
1.202,5.021,0.0
-0.5126,1.445,2.0
0.9465,3.358,0.0
1.1,0.1031,5.0
-1.441,2.442,2.0
1.555,-5.489,1.0
3.018,0.1235,3.0
-2.191,-3.686,7.0
-1.613,3.299,6.0
-2.817,-4.676,7.0
1.842,-5.72,1.0
-0.6296,0.9914,2.0
2.232,1.977,5.0
0.6764,-0.06727,8.0
3.176,4.488,0.0
3.011,0.07256,3.0
-3.087,-4.308,7.0
-0.2597,-1.427,2.0
-2.506,-0.5562,4.0
0.07552,3.527,0.0
-2.233,-1.603,9.0
1.725,-5.351,1.0
0.7454,-0.572,8.0
-4.027,2.577,6.0
-1.635,-4.153,7.0
-0.01417,-3.408,7.0
-1.999,-0.9136,4.0
2.83,-0.2864,3.0
-2.244,-0.8315,4.0
-2.685,-1.354,9.0
2.153,-5.007,1.0
-1.694,-0.9917,9.0
1.91,0.1077,5.0
1.899,-5.554,1.0
-1.552,-4.204,7.0
2.743,0.7878,3.0
-2.898,-1.789,9.0
-1.624,-4.123,7.0
-3.407,2.627,6.0
-2.85,-1.518,9.0
1.999,-5.581,1.0
2.435,-0.45,3.0
-1.098,-1.385,7.0
0.2746,-0.2146,8.0
3.102,-0.4059,3.0
2.425,-0.0604,3.0
-1.646,3.237,6.0
-1.722,-3.067,7.0
-0.5374,1.366,2.0
-1.521,-0.6195,8.0
0.2585,-1.162,5.0
0.4389,-0.179,8.0
0.9798,-0.9759,5.0
2.412,-5.335,1.0
1.631,-5.17,1.0
-2.559,-0.6878,4.0
-2.921,-0.9778,4.0
1.944,-0.7279,3.0
1.644,-4.781,1.0
1.711,5.693,0.0
-1.042,-4.46,7.0
-2.274,-4.422,7.0
1.101,4.953,0.0
-2.388,-3.633,7.0
-2.096,-1.622,9.0
-1.402,-1.772,4.0
-2.43,-0.9165,4.0
0.5189,-0.3193,8.0
1.266,-0.4973,5.0
1.632,0.2299,5.0
-2.276,-0.9068,4.0
2.038,3.083,0.0
1.127,0.4365,8.0
-0.2922,0.897,2.0
1.248,-5.511,1.0
-0.2757,3.727,0.0
0.3515,-0.09499,8.0
-4.03,-0.6524,4.0
0.9723,0.3945,5.0
2.452,3.819,0.0
-3.81,-0.62,4.0
0.691,2.099,0.0
-2.447,2.346,6.0
2.433,-5.683,1.0
-0.3685,-3.133,7.0
2.507,-0.02529,3.0
0.02915,0.8905,2.0
-1.748,3.518,6.0
-2.848,-3.786,7.0
-0.6699,1.59,2.0
-3.782,2.341,6.0
-2.436,-1.749,9.0
2.43,-0.9582,3.0
1.552,-5.417,1.0
-3.834,-0.1529,4.0
-1.926,4.163,6.0
0.4715,0.6547,2.0
1.414,0.08548,5.0
-2.122,-1.789,4.0
-0.2644,0.7566,2.0
1.923,5.465,0.0
-2.134,3.528,6.0
-0.2187,1.814,2.0
3.317,-5.355,1.0
-2.113,-3.883,7.0
2.446,-0.1712,3.0
-2.457,-0.9049,4.0
2.273,-5.642,1.0
1.725,3.451,0.0
1.907,0.4842,5.0
-2.366,-0.9866,4.0
2.983,-0.6126,3.0
2.386,-5.477,1.0
1.637,-5.546,1.0
-1.893,-4.206,7.0
-2.229,-1.289,4.0
-1.883,-1.606,9.0
-0.9044,-1.693,9.0
-1.477,-1.296,4.0
0.1296,-0.1467,8.0
-3.989,-0.3164,4.0
1.587,3.89,0.0
-0.936,1.173,2.0
-2.556,-0.8915,4.0
1.743,0.009567,5.0
3.162,-5.393,1.0
1.98,-5.416,1.0
-2.485,3.922,6.0
-2.831,-0.4799,4.0
-2.786,-3.144,7.0
1.777,-5.557,1.0
-2.003,-1.66,9.0
-2.134,-1.261,4.0
-0.3908,1.342,2.0
-3.839,0.02419,4.0
1.764,-5.396,1.0
1.592,0.3762,5.0
0.9631,-0.5204,5.0
2.63,0.07558,3.0
0.9885,0.1812,8.0
2.731,0.6975,3.0
1.815,-5.314,1.0
-3.21,-0.8451,4.0
2.123,0.6066,5.0
-2.077,3.133,6.0
0.5942,0.06278,8.0
-1.875,-1.605,9.0
-2.888,-0.9508,4.0
1.783,-5.155,1.0
-0.6911,-0.7383,5.0
3.254,0.243,3.0
0.744,-0.06496,8.0
0.9917,4.485,0.0
2.319,-1.818,3.0
-0.763,1.857,2.0
1.126,-1.279,5.0
1.616,-5.21,1.0
-0.6066,1.47,2.0
1.451,0.3454,8.0
1.882,0.4594,3.0
-3.328,-1.345,4.0
-3.443,-1.239,4.0
2.11,3.066,0.0
0.215,-0.3741,8.0
0.7657,0.1025,8.0
3.124,0.1811,3.0
2.848,0.4985,3.0
1.87,-5.451,1.0
-1.365,-2.586,7.0
2.821,-0.2791,3.0
1.091,0.9211,5.0
-1.623,-1.315,9.0
-2.272,3.369,6.0
2.612,0.09696,3.0
0.0512,1.086,2.0
-3.132,3.219,6.0
1.919,-6.129,1.0
3.13,0.09425,3.0
-3.242,3.819,6.0
1.866,3.584,0.0
-4.66,-6.135,7.0
-0.4932,2.148,2.0
2.221,-4.994,1.0
-2.728,-4.156,7.0
1.972,-5.367,1.0
-1.739,-0.6376,4.0
0.1085,0.9245,2.0
-1.541,-1.584,4.0
-0.2016,1.113,2.0
2.012,-5.394,1.0
-2.152,-3.447,7.0
-2.104,-2.091,9.0
-2.257,3.786,6.0
2.528,-5.296,1.0
3.025,-5.137,1.0
0.09865,0.8769,2.0
-3.543,-1.247,4.0
1.151,0.1888,8.0
3.014,-5.073,1.0
-2.936,-3.687,7.0
-0.987,-3.596,7.0
-3.949,-0.7014,4.0
0.02901,-0.3369,8.0
1.853,5.48,0.0
-1.371,-1.929,7.0
2.533,-0.4026,3.0
3.162,-4.935,1.0
2.795,0.6518,3.0
1.981,-5.161,1.0
0.7037,3.877,0.0
-2.099,-3.597,7.0
-0.953,-4.323,7.0
1.787,3.486,0.0
2.674,-0.2479,3.0
1.151,-0.3046,5.0
1.763,-0.7564,5.0
-0.4635,1.606,2.0
-1.994,-3.615,7.0
-3.691,2.895,6.0
-2.58,1.873,6.0
-2.474,-1.678,9.0
-0.744,1.781,2.0
0.7413,-0.038,8.0
2.599,0.265,3.0
0.4094,0.5709,5.0
0.1602,0.9231,2.0
-0.6855,1.341,2.0
1.203,-0.6011,5.0
-1.477,3.024,6.0
1.575,5.389,0.0
0.3946,-0.5384,8.0
-0.6096,1.22,2.0
-1.022,-1.466,9.0
-0.3599,1.684,2.0
1.322,0.4116,8.0
-0.05676,0.9407,8.0
1.066,0.5594,8.0
0.6104,-0.2532,8.0
-1.643,-4.722,7.0
-2.519,-1.433,4.0
-1.777,-2.014,9.0
1.667,-0.1603,3.0
1.196,3.0,0.0
-1.729,2.619,6.0
-3.627,2.676,6.0
2.368,-0.3249,3.0
-0.7412,1.577,2.0
1.801,-5.11,1.0
2.202,0.08412,3.0
-0.3135,1.287,2.0
-0.4728,1.401,2.0
-2.253,-1.532,9.0
1.945,0.5957,3.0
1.008,3.296,0.0
0.4131,4.137,0.0
1.451,-0.1097,5.0
-0.9585,-2.536,7.0
1.293,0.09958,8.0
1.215,-2.83,1.0
-3.143,-0.883,4.0
-2.18,-1.656,4.0
-2.837,2.306,6.0
2.471,4.001,0.0
-0.5611,1.574,2.0
-2.775,-1.721,9.0
3.182,-5.587,1.0
-2.375,-0.7915,4.0
-2.748,-3.214,7.0
-2.752,-1.009,4.0
-1.535,-3.879,7.0
3.044,0.02216,3.0
-2.58,-0.9682,9.0
0.561,-0.3845,8.0
0.894,-0.1517,8.0
-3.177,-0.2017,4.0
-2.463,-4.053,7.0
1.829,-5.279,1.0
-0.6745,1.466,2.0
2.527,-5.56,1.0
-0.6207,1.688,2.0
0.1684,0.8152,2.0
3.377,0.04174,3.0
-0.3943,-1.576,2.0
3.494,-0.1247,3.0
-0.1425,1.35,2.0
2.915,0.02192,3.0
-2.054,-1.185,9.0
2.295,-5.478,1.0
-1.159,-3.951,7.0
-2.194,-1.001,4.0
2.295,3.582,0.0
2.875,0.3722,3.0
1.172,-0.2923,5.0
1.123,-0.9572,5.0
0.6766,-0.004996,8.0
-3.508,2.291,6.0
1.795,0.2934,3.0
0.6733,1.542,2.0
-1.691,2.712,6.0
-2.573,-4.451,7.0
-3.01,3.049,6.0
-1.848,2.945,6.0
2.435,-0.9088,3.0
-0.2385,1.679,2.0
-1.836,-4.004,7.0
-1.009,-1.034,8.0
1.756,-5.432,1.0
1.783,-5.724,1.0
-1.4,-1.966,7.0
-1.14,-1.369,5.0
-2.004,2.587,6.0
-2.419,-1.257,4.0
-1.533,-1.555,9.0
1.408,0.2841,5.0
0.0603,-0.3293,1.0
1.946,0.1075,3.0
2.207,0.8044,3.0
-2.993,-1.821,4.0
-1.678,-4.269,7.0
0.5485,-0.4695,8.0
-1.913,-2.136,9.0
2.303,-5.192,1.0
2.809,-4.924,1.0
0.6494,3.675,6.0
-1.123,-2.028,9.0
2.166,-5.631,1.0
-1.648,-1.094,4.0
-1.765,-0.3752,4.0
0.9833,-0.3158,5.0
-3.014,-0.8034,4.0
2.327,5.296,0.0
-3.618,2.188,6.0
-0.4138,1.306,2.0
-0.2022,1.228,2.0
2.643,-0.1832,3.0
2.421,-4.141,1.0
1.699,-0.106,5.0
1.568,-5.031,1.0
-0.5795,1.304,2.0
1.612,4.349,0.0
1.18,0.2395,3.0
0.565,-0.4727,8.0
1.898,-5.298,1.0
0.2659,0.9039,2.0
-2.89,4.285,6.0
-1.917,-3.88,7.0
1.62,-5.019,1.0
-1.62,2.061,6.0
-0.1012,0.6713,2.0
3.135,-0.2286,3.0
-1.779,-1.22,9.0
0.7357,3.645,0.0
1.518,-4.91,1.0
0.1849,2.978,2.0
-0.7172,1.517,2.0
1.901,5.549,0.0
-0.217,0.2596,8.0
-2.467,-1.332,9.0
-0.8788,-1.93,9.0
1.014,3.889,0.0
-0.1469,0.8273,2.0
2.119,0.1481,5.0
1.698,-5.36,1.0
-1.618,-1.662,9.0
-2.575,-4.07,7.0
0.4803,-0.4414,8.0
1.728,-5.726,1.0
2.429,3.392,0.0
-2.836,-1.25,4.0
1.793,-5.606,1.0
-1.763,-3.48,7.0
-1.922,-1.626,9.0
0.2366,1.127,6.0
-1.786,-1.456,4.0
-0.3493,1.519,2.0
-2.524,1.567,6.0
0.8584,-0.2434,8.0
3.058,-5.089,1.0
2.946,-0.2141,3.0
-2.214,-5.157,7.0
0.9843,-0.6137,5.0
-3.125,-1.366,4.0
