x,y,label
0.4769,1.014,4.0
-0.4355,0.1336,3.0
-0.3069,0.1792,3.0
-2.514,-0.5676,0.0
-1.824,-1.06,0.0
-0.5058,0.2853,3.0
2.834,-0.7305,1.0
0.4892,1.016,9.0
-0.009288,-0.8644,6.0
0.3405,-0.2704,5.0
-0.5683,0.0935,2.0
-0.7075,0.4954,5.0
2.537,0.2213,9.0
1.195,0.3506,2.0
-0.0513,2.039,9.0
-0.1657,0.02973,3.0
-0.725,0.1852,0.0
1.088,0.5714,4.0
-0.5693,-0.4621,2.0
-2.372,-1.123,0.0
0.466,0.9814,7.0
2.353,-0.8739,1.0
3.15,-1.127,1.0
-0.59,0.01946,2.0
2.812,-1.337,1.0
0.03479,0.3463,5.0
-0.2749,0.1379,3.0
-0.3284,0.0883,3.0
-0.3639,1.4,9.0
1.194,2.175,7.0
-0.6976,0.5884,8.0
-0.7313,-0.9961,6.0
-0.01646,-1.469,5.0
-1.087,0.04642,6.0
2.85,-1.046,1.0
-0.4105,0.1794,3.0
-0.01693,0.6037,8.0
2.473,-0.777,1.0
-0.2603,-0.5763,0.0
0.1741,0.2772,5.0
2.282,-1.349,1.0
-0.07737,0.9152,3.0
2.212,-0.1669,1.0
-0.2485,0.5352,5.0
-1.604,0.2572,5.0
-1.023,-0.7147,6.0
1.019,-2.094,1.0
0.8103,0.0011,8.0
-0.04648,0.1418,5.0
4.071,-1.551,1.0
-0.1523,2.125,7.0
0.1742,1.284,9.0
-1.46,1.926,4.0
-1.263,-0.2879,6.0
-0.433,0.7208,2.0
-0.9518,-0.02366,2.0
-0.2943,0.6167,5.0
-1.702,-2.667,0.0
-0.9248,-0.1888,6.0
-0.6237,0.7662,5.0
-0.2856,-3.408,6.0
-0.1735,0.06081,3.0
0.2623,2.679,7.0
-0.8085,0.07587,2.0
-2.231,0.07647,0.0
-0.1222,0.5662,8.0
-0.02036,0.7608,8.0
0.2262,0.1663,5.0
0.1394,1.593,4.0
3.397,-1.538,1.0
3.134,-1.187,1.0
-0.2605,2.037,4.0
-3.243,0.8679,0.0
-0.5949,1.667,3.0
-0.3116,0.4212,3.0
2.817,1.115,7.0
-1.087,-0.84,6.0
3.086,-1.629,1.0
-0.5696,-2.247,6.0
-1.045,0.4592,2.0
1.349,-2.646,1.0
0.5311,1.97,9.0
-0.974,-0.504,2.0
0.0755,0.2008,8.0
-0.3622,-2.982,6.0
3.18,-1.379,1.0
0.7162,1.178,9.0
-0.2175,0.3059,5.0
-0.7178,-0.3894,2.0
-0.2633,0.3245,5.0
-0.4705,2.018,4.0
-0.6113,2.046,4.0
-0.4017,-0.5466,2.0
-0.04427,0.4195,8.0
-0.59,0.2726,3.0
0.3147,0.689,8.0
-0.2113,-0.1234,2.0
-1.029,1.794,4.0
-0.5052,0.2985,5.0
-3.083,-0.7479,0.0
-0.4471,0.15,3.0
2.421,-0.5012,1.0
0.2039,3.436,7.0
2.753,0.4601,7.0
-0.2403,0.4489,5.0
1.388,3.018,7.0
-0.04687,1.437,9.0
0.6595,2.429,7.0
2.288,-1.077,1.0
0.5207,1.562,9.0
-0.6048,-0.3287,2.0
3.903,-1.22,1.0
0.8063,0.5986,4.0
-0.3561,-0.3827,2.0
0.229,1.9,9.0
-0.8059,-0.09809,2.0
-2.616,-0.2374,0.0
-0.5659,1.12,4.0
2.092,0.28,9.0
3.393,-0.9355,1.0
0.2513,0.5747,4.0
-0.1067,0.6469,8.0
2.353,-1.349,1.0
-0.4971,0.8585,8.0
-0.3317,1.091,4.0
0.312,0.08846,5.0
0.2394,1.493,9.0
0.3502,0.3281,8.0
0.9881,0.1287,8.0
-0.5593,0.4826,3.0
1.346,2.003,7.0
0.01276,-1.876,6.0
-3.374,-0.5631,0.0
-1.474,-1.804,0.0
-0.3615,0.3561,3.0
0.2255,0.3525,0.0
0.3836,0.1142,2.0
-2.04,-0.671,6.0
-0.8909,-0.7703,6.0
0.9341,0.4938,4.0
0.1808,0.07372,9.0
-0.5957,0.3927,3.0
-0.1838,0.2361,3.0
-0.1136,0.2235,3.0
-0.7443,-0.03712,2.0
-0.67,0.3382,3.0
-0.3892,2.259,9.0
1.953,-1.35,1.0
-0.5868,0.04808,2.0
-0.1876,-1.497,6.0
0.1595,0.5082,8.0
-2.461,-0.4959,0.0
0.2912,1.392,5.0
-1.374,0.2549,6.0
-1.139,-0.05216,6.0
-1.322,-0.3458,6.0
1.021,0.3894,3.0
0.01472,0.4453,8.0
0.4561,0.05474,8.0
-1.034,0.1954,2.0
0.7516,0.2732,7.0
-0.3136,0.6885,5.0
0.06305,0.3301,8.0
0.6497,1.76,9.0
-1.403,-0.09565,6.0
3.634,-0.9001,1.0
0.0801,0.3596,8.0
-1.51,2.383,4.0
2.352,-0.8784,1.0
-0.4732,-0.3656,2.0
-0.05053,0.2579,5.0
-0.3938,0.577,9.0
2.021,-1.974,1.0
-0.1365,1.713,9.0
-0.2073,3.318,7.0
1.167,-0.07337,5.0
0.2058,1.395,4.0
-1.948,-0.6834,0.0
-0.01036,0.5447,8.0
-0.07472,2.048,9.0
1.159,1.256,9.0
2.927,-2.131,1.0
-2.272,-0.09101,0.0
0.03145,0.03347,5.0
-0.04606,-0.4409,2.0
-0.5112,0.2731,3.0
2.187,2.065,7.0
-0.4426,-0.6686,8.0
-0.1577,1.511,9.0
1.986,-0.1897,4.0
-0.01252,-0.2363,0.0
0.2143,-2.175,6.0
-0.3871,0.2916,3.0
-0.7725,2.614,9.0
-0.1266,-0.666,5.0
-0.6516,-0.1293,2.0
3.429,-1.359,1.0
-0.2888,0.07693,3.0
2.052,-2.479,1.0
-0.1028,0.4107,3.0
0.008141,-0.5619,6.0
-0.06909,0.1853,5.0
1.073,0.5514,7.0
1.481,0.3134,4.0
-0.7353,-0.0453,2.0
-0.8928,-0.159,2.0
-1.559,0.1213,6.0
-0.04541,0.4489,3.0
-0.6971,-0.7373,2.0
-1.036,-0.5482,6.0
0.06642,0.3777,5.0
0.227,1.354,4.0
1.115,-0.2082,8.0
0.07849,1.686,9.0
-0.2279,2.775,7.0
0.5686,-0.9824,1.0
-0.6453,0.4655,3.0
-2.62,-0.5338,0.0
-0.3181,0.3315,3.0
-0.5539,0.2725,8.0
-0.8566,0.7134,3.0
2.861,-0.9391,1.0
-0.04521,1.247,9.0
-0.6389,-0.03182,3.0
0.1716,0.6184,4.0
-0.4335,2.155,4.0
-0.4656,-2.715,6.0
-1.066,2.596,4.0
-0.8538,0.1067,2.0
2.128,-1.333,1.0
0.6721,-0.2748,8.0
-0.4779,-0.5316,2.0
-0.1791,0.3297,5.0
-0.3865,2.254,4.0
0.0641,0.6607,8.0
-0.3797,0.9024,8.0
-0.4114,1.649,4.0
-1.961,-1.096,0.0
-2.833,-0.2976,0.0
-0.1081,-0.3111,2.0
-0.2245,0.004,3.0
-0.5903,-0.3098,2.0
1.948,0.4936,7.0
1.214,0.6192,7.0
0.0294,0.3801,0.0
-0.4099,-0.1753,8.0
0.9452,1.094,7.0
0.5448,0.8307,4.0
-1.312,3.077,4.0
0.2778,1.86,7.0
0.4155,1.427,9.0
-1.748,0.1996,6.0
0.7973,1.045,9.0
-2.771,0.7196,0.0
-0.0391,1.522,9.0
0.05107,0.3792,8.0
-2.11,-0.3619,0.0
0.5405,1.626,4.0
0.08195,-1.833,6.0
-1.897,-0.5116,0.0
-0.7512,-2.183,6.0
-0.6177,0.7759,3.0
-0.1381,0.4063,5.0
0.3072,1.302,4.0
0.1149,0.463,8.0
-0.4781,0.1738,3.0
-0.305,-0.06865,3.0
0.2781,1.56,9.0
-0.1783,0.1457,3.0
-0.04806,0.5213,3.0
0.3607,0.1217,3.0
1.816,1.027,7.0
0.249,0.1775,8.0
-2.481,0.1754,0.0
-0.2668,0.2122,8.0
-0.1908,0.1692,2.0
2.914,-0.3601,1.0
0.3223,2.889,7.0
-2.577,-0.6919,0.0
-1.259,-0.2567,6.0
-0.5581,0.639,5.0
-0.1858,1.447,4.0
-0.4393,0.1786,3.0
-0.3565,0.07697,8.0
-2.866,-0.8651,0.0
1.354,0.9999,9.0
-0.2855,-3.323,6.0
-0.516,0.308,3.0
0.1447,0.2627,8.0
-1.946,0.6997,0.0
0.2589,1.595,9.0
-0.3995,1.679,9.0
-0.6856,-1.667,6.0
0.7887,0.252,8.0
-1.635,0.4017,6.0
0.02549,0.3578,8.0
0.1385,0.469,5.0
1.266,0.4298,7.0
-0.2064,0.03249,8.0
-1.255,-0.3261,6.0
-2.913,-0.1401,0.0
-0.6885,-0.01076,2.0
-0.328,-0.3317,4.0
-2.471,0.1532,0.0
-0.8463,-0.04105,2.0
0.5093,0.06119,2.0
3.378,-0.7946,3.0
0.7855,-1.752,1.0
0.04198,1.872,9.0
0.2742,0.9744,7.0
-0.1666,0.1323,5.0
-0.3484,0.3376,1.0
-2.081,-0.5306,0.0
0.2374,0.4848,8.0
0.1953,0.9838,4.0
-0.4081,-1.66,6.0
0.3872,-0.413,2.0
-1.313,-0.911,6.0
2.059,1.331,7.0
0.1551,1.039,9.0
-0.3189,1.949,3.0
-0.4088,-0.6163,2.0
-0.2751,1.434,9.0
-0.1114,0.4473,8.0
-0.7134,-0.3375,2.0
-0.6605,-0.372,2.0
-0.5999,2.325,9.0
-0.2057,-0.9306,2.0
0.9062,3.359,7.0
-0.69,0.5367,3.0
0.6518,0.114,5.0
0.4855,1.036,9.0
2.616,-0.3552,1.0
0.05268,0.2907,8.0
-1.766,-1.324,0.0
-0.667,-0.03049,2.0
-1.998,-0.8145,0.0
-0.1439,-0.03815,5.0
-0.5771,-0.8012,2.0
3.292,-0.5932,1.0
-0.5693,0.5604,3.0
0.2805,2.497,7.0
-0.001149,-1.383,6.0
0.6205,3.15,7.0
2.898,-0.8201,1.0
-0.8612,0.04234,2.0
-1.301,0.5846,5.0
-0.05159,0.2447,8.0
-3.377,-0.1662,0.0
-0.4267,0.3632,3.0
0.8657,1.06,7.0
-0.2311,0.5466,2.0
0.2641,0.971,4.0
0.07064,-0.9802,0.0
-0.1452,1.811,9.0
2.756,-0.9847,1.0
0.3902,-0.1788,8.0
-1.553,0.3903,6.0
2.724,0.7388,7.0
2.189,0.3361,7.0
-0.2335,1.224,4.0
-0.1733,0.5265,3.0
0.9838,0.3759,4.0
-1.059,2.119,9.0
2.521,-1.527,1.0
1.027,0.709,9.0
-0.237,-0.02318,5.0
3.025,-1.183,1.0
1.753,1.266,7.0
-0.7063,0.3365,3.0
-0.3214,1.822,9.0
5.386,0.2492,7.0
-1.231,-0.4363,6.0
-0.3113,2.174,9.0
3.732,-1.388,1.0
-0.1088,-0.1887,3.0
-0.5329,1.047,7.0
0.5638,0.1943,8.0
-0.4521,0.1631,3.0
-0.3385,0.5789,3.0
-0.03258,-0.7516,6.0
1.021,1.78,7.0
-0.6126,-0.3615,2.0
-0.6254,0.8959,8.0
1.307,0.473,5.0
0.09932,0.2704,8.0
0.4154,-0.2317,5.0
2.717,-1.836,1.0
3.179,-0.5955,1.0
0.03807,1.649,4.0
0.1649,1.721,4.0
-0.04324,1.123,3.0
2.739,-0.2986,1.0
-3.241,-1.64,0.0
2.35,0.6387,7.0
0.1415,2.39,7.0
-2.257,-1.602,0.0
0.6255,2.536,7.0
0.07529,2.197,9.0
0.3729,1.003,4.0
-0.1147,1.454,4.0
0.1149,0.2966,8.0
0.16,-0.008951,5.0
-0.07241,0.01796,5.0
-0.05604,1.48,4.0
-2.406,-0.1642,0.0
-0.5205,0.5025,8.0
-0.9125,0.1657,2.0
2.539,-0.7154,1.0
-1.426,0.6725,0.0
0.08827,0.4172,8.0
-1.093,2.277,4.0
-0.6933,0.3731,5.0
-3.038,0.5586,0.0
-0.6722,2.506,4.0
-1.524,-0.7486,0.0
-1.119,-0.476,6.0
2.918,-1.722,1.0
0.4284,1.339,7.0
-0.274,0.4816,3.0
-0.3128,0.4804,2.0
-0.3717,-1.31,6.0
-0.3434,2.774,7.0
-0.8024,-0.1538,2.0
-1.562,0.1436,6.0
-0.368,1.23,9.0
0.3063,0.01346,3.0
2.874,-0.6879,1.0
-0.8414,1.728,4.0
-2.055,0.1629,6.0
-0.6342,0.4743,2.0
-0.09858,-0.2293,5.0
-0.06662,1.746,4.0
-0.06374,0.5449,2.0
-3.31,-1.366,0.0
-0.05478,-2.521,6.0
-0.4536,-0.3151,2.0
1.695,-1.7,1.0
0.5923,2.253,7.0
-0.2551,0.4874,3.0
-0.1719,1.469,4.0
2.852,-1.601,1.0
-2.532,-0.6247,0.0
-0.4515,0.4114,5.0
0.3919,1.286,4.0
-0.3498,0.08041,3.0
2.892,-1.825,1.0
3.696,-0.7001,1.0
2.423,1.017,7.0
0.2955,1.221,4.0
0.6081,1.273,9.0
2.055,0.5745,9.0
1.083,0.2899,4.0
0.3263,0.3841,8.0
-1.031,1.97,4.0
-2.555,-0.01081,0.0
-0.8734,-0.193,2.0
0.4526,1.271,4.0
-0.3642,0.5702,5.0
1.96,-2.472,1.0
2.338,-0.9773,1.0
-0.2866,-2.125,6.0
0.5178,0.6847,4.0
0.09581,2.175,7.0
3.434,-0.9365,1.0
0.04159,1.971,9.0
0.02778,1.384,4.0
-0.7912,-0.08621,2.0
-0.8841,1.815,4.0
2.212,-0.3188,1.0
-0.2879,0.4916,5.0
1.118,0.02359,5.0
-0.5719,0.4181,3.0
-0.292,0.5191,8.0
-0.6138,0.4001,3.0
3.336,-1.148,1.0
-0.7977,1.773,4.0
-0.5161,0.5047,5.0
-0.7046,-1.707,6.0
-0.5051,0.7482,8.0
0.2033,1.541,9.0
-0.3876,1.519,4.0
1.99,-0.9086,1.0
-0.4813,1.592,5.0
-0.5299,0.4477,3.0
-0.1858,0.5233,8.0
-2.048,-1.414,0.0
-0.3995,0.06303,3.0
-0.6595,-0.3825,2.0
1.838,0.002107,5.0
2.596,-0.3102,1.0
-0.8459,-0.09201,2.0
-0.4131,0.3511,8.0
-0.4873,0.2487,3.0
-0.209,1.892,4.0
-0.8886,1.399,4.0
-2.086,0.5543,0.0
0.2116,0.315,8.0
-0.3326,0.4976,8.0
-0.4773,0.2582,3.0
-0.4251,0.1792,3.0
2.937,-1.043,1.0
-0.5007,0.5894,7.0
-0.2369,0.0706,3.0
-0.2413,0.2919,5.0
0.8294,0.7507,9.0
-0.156,-3.381,6.0
-0.4288,0.07391,3.0
-0.5986,0.01749,2.0
-1.619,-0.2073,6.0
1.966,-0.4827,1.0
-0.434,-0.006922,3.0
-0.8139,-1.146,6.0
-2.747,-0.3568,0.0
1.601,3.242,7.0
-0.2006,-0.4348,2.0
2.211,-1.383,1.0
0.5482,2.853,7.0
2.717,-1.161,1.0
0.7708,0.4758,4.0
-0.5022,-0.01157,2.0
0.3889,-0.1539,4.0
-0.4562,-0.3594,2.0
3.038,-1.477,1.0
0.5407,1.538,7.0
0.7432,1.626,9.0
-0.006861,-2.588,6.0
2.984,-2.261,1.0
1.953,-1.837,1.0
-0.7368,0.1466,2.0
-0.4052,1.821,4.0
-0.07371,-0.102,8.0
1.587,-1.175,1.0
-0.1527,2.793,7.0
2.511,0.6682,7.0
-0.7659,2.239,4.0
-0.0445,0.554,8.0
-3.241,-1.679,0.0
0.4595,0.4749,7.0
-0.3933,0.4868,3.0
1.648,-2.071,1.0
-0.5558,0.1898,3.0
2.365,-1.105,1.0
-1.688,-2.7,0.0
0.5091,2.439,7.0
1.279,0.6387,7.0
-2.462,-0.4391,0.0
-0.2947,0.4585,3.0
0.3806,-0.002118,5.0
-0.05005,-0.1013,5.0
-0.4408,-0.4284,2.0
0.4813,2.019,7.0
-1.196,-0.5834,6.0
-1.247,-0.2493,6.0
-0.1311,1.695,9.0
-0.3079,-0.4835,2.0
-0.2587,0.4149,8.0
-0.359,0.07565,3.0
-0.1449,0.4801,5.0
-0.767,0.07825,2.0
-0.8218,-0.37,2.0
0.07417,0.3622,5.0
-0.1068,-1.118,6.0
-2.829,-1.461,0.0
0.03807,0.4629,8.0
-0.6574,-0.3523,2.0
1.273,0.3441,9.0
-0.4186,-0.4267,2.0
-0.5769,0.2588,8.0
-1.011,0.2858,8.0
-0.5765,0.5999,8.0
0.02034,0.3214,8.0
1.44,0.6783,7.0
-0.3404,1.199,4.0
0.5342,1.018,9.0
-0.3992,0.05707,3.0
-1.931,-0.5228,0.0
-0.3403,-3.114,6.0
-1.57,-0.3057,6.0
-0.145,0.09039,3.0
-0.6507,-0.3475,2.0
3.05,-1.197,1.0
-0.2246,0.1105,3.0
-0.5483,-0.1198,2.0
-0.7115,-0.1803,2.0
-0.1368,2.389,9.0
-0.6613,0.3298,3.0
-1.296,-0.3009,0.0
-1.646,-1.28,0.0
-0.2273,0.6314,5.0
0.303,0.6041,7.0
-0.4084,0.5679,8.0
1.886,-0.426,1.0
-0.8039,1.736,4.0
0.2774,1.985,4.0
-1.162,-0.3424,6.0
-2.612,-0.004005,0.0
-0.7822,-0.09409,2.0
-0.04916,2.542,9.0
2.193,-2.38,1.0
0.6372,0.9581,4.0
-0.5097,2.198,7.0
0.4037,1.051,4.0
2.583,1.294,7.0
-0.3061,0.0101,3.0
-0.6664,1.553,9.0
0.5576,-0.1005,8.0
-0.1142,0.4273,8.0
-0.8331,1.986,4.0
0.6574,2.704,7.0
3.328,-0.9764,1.0
-1.158,0.5616,2.0
3.439,-1.886,1.0
-0.7611,-0.3697,2.0
-0.4249,-0.1046,2.0
-0.4309,0.3385,3.0
0.4624,0.3912,2.0
-0.3636,0.3024,3.0
-0.4713,-0.282,2.0
-0.3687,0.06294,3.0
-0.2572,1.968,9.0
3.569,-1.865,1.0
1.014,0.3773,7.0
-0.0269,1.403,4.0
-2.978,0.3093,0.0
-0.4453,0.1172,3.0
-0.224,0.6348,5.0
0.5423,0.3758,5.0
-0.07615,0.3409,8.0
-1.377,0.3552,6.0
-0.3625,0.4435,3.0
-0.2188,0.3127,2.0
-0.1977,-0.1121,6.0
1.316,2.604,7.0
-1.24,-0.3923,6.0
0.1715,-0.9539,6.0
-0.1749,0.8192,3.0
-0.6409,0.03524,2.0
0.41,2.057,7.0
0.0951,0.9798,8.0
3.707,-1.033,1.0
2.697,-0.4708,1.0
0.8304,0.3073,7.0
0.2618,1.277,5.0
-1.53,0.1482,6.0
0.5449,1.07,4.0
0.1226,1.98,9.0
-0.2,0.1425,5.0
-0.9824,-0.07586,1.0
-0.3481,0.06689,3.0
-0.2491,0.1139,3.0
-0.2131,1.2,4.0
1.824,0.3438,7.0
0.2839,0.1166,8.0
0.4312,1.94,9.0
3.008,-1.917,1.0
2.415,-2.6,1.0
-1.617,-1.568,6.0
1.805,0.6247,9.0
2.512,-1.264,1.0
-0.1631,1.096,4.0
0.8843,1.211,4.0
-0.1081,0.5545,5.0
-0.4654,1.664,4.0
-3.588,-1.254,0.0
-1.468,0.03825,6.0
-0.8015,0.02283,2.0
-0.6349,0.05036,2.0
-0.2403,0.6113,3.0
1.215,-1.089,1.0
-0.1245,0.3094,5.0
2.655,-0.4826,1.0
-0.8956,-0.1562,2.0
-2.623,-0.7994,0.0
-0.1151,0.4055,3.0
0.9936,-0.1969,8.0
3.325,-1.209,1.0
-0.544,-0.02116,2.0
-0.347,-1.789,6.0
